series id,year,period,value,region,item,date,data_type
CUUR0100SA0L1E,1987,M10,124.2,Northeast,Core CPI (excludes food & energy),1987-10-01,CPI (Unadjusted)
CUUR0100SA0L1E,1987,M09,123.1,Northeast,Core CPI (excludes food & energy),1987-09-01,CPI (Unadjusted)
CUUR0100SA0L1E,1987,M08,122.3,Northeast,Core CPI (excludes food & energy),1987-08-01,CPI (Unadjusted)
CUUR0100SA0L1E,1987,M07,121.3,Northeast,Core CPI (excludes food & energy),1987-07-01,CPI (Unadjusted)
CUUR0100SA0L1E,1987,M06,121.0,Northeast,Core CPI (excludes food & energy),1987-06-01,CPI (Unadjusted)
CUUR0100SA0L1E,1987,M05,121.0,Northeast,Core CPI (excludes food & energy),1987-05-01,CPI (Unadjusted)
CUUR0100SA0L1E,1987,M04,120.6,Northeast,Core CPI (excludes food & energy),1987-04-01,CPI (Unadjusted)
CUUR0100SA0L1E,1987,M03,119.7,Northeast,Core CPI (excludes food & energy),1987-03-01,CPI (Unadjusted)
CUUR0100SA0L1E,1987,M02,119.0,Northeast,Core CPI (excludes food & energy),1987-02-01,CPI (Unadjusted)
CUUR0100SA0L1E,1987,M01,118.9,Northeast,Core CPI (excludes food & energy),1987-01-01,CPI (Unadjusted)
CUUR0100SA0L1E,1986,M12,118.4,Northeast,Core CPI (excludes food & energy),1986-12-01,CPI (Unadjusted)
CUUR0100SA0L1E,1986,M10,117.8,Northeast,Core CPI (excludes food & energy),1986-10-01,CPI (Unadjusted)
CUUR0100SA0L1E,1986,M08,116.3,Northeast,Core CPI (excludes food & energy),1986-08-01,CPI (Unadjusted)
CUUR0100SA0L1E,1986,M06,115.2,Northeast,Core CPI (excludes food & energy),1986-06-01,CPI (Unadjusted)
CUUR0100SA0L1E,1986,M04,115.0,Northeast,Core CPI (excludes food & energy),1986-04-01,CPI (Unadjusted)
CUUR0100SA0L1E,1986,M02,113.8,Northeast,Core CPI (excludes food & energy),1986-02-01,CPI (Unadjusted)
CUUR0100SA0L1E,1985,M12,113.2,Northeast,Core CPI (excludes food & energy),1985-12-01,CPI (Unadjusted)
CUUR0100SA0L1E,1985,M10,112.2,Northeast,Core CPI (excludes food & energy),1985-10-01,CPI (Unadjusted)
CUUR0100SA0L1E,1985,M08,110.8,Northeast,Core CPI (excludes food & energy),1985-08-01,CPI (Unadjusted)
CUUR0100SA0L1E,1985,M06,110.1,Northeast,Core CPI (excludes food & energy),1985-06-01,CPI (Unadjusted)
CUUR0100SA0L1E,1985,M04,109.7,Northeast,Core CPI (excludes food & energy),1985-04-01,CPI (Unadjusted)
CUUR0100SA0L1E,1985,M02,108.7,Northeast,Core CPI (excludes food & energy),1985-02-01,CPI (Unadjusted)
CUUR0100SA0L1E,1984,M12,107.9,Northeast,Core CPI (excludes food & energy),1984-12-01,CPI (Unadjusted)
CUUR0100SA0L1E,1984,M10,107.6,Northeast,Core CPI (excludes food & energy),1984-10-01,CPI (Unadjusted)
CUUR0100SA0L1E,1984,M08,106.3,Northeast,Core CPI (excludes food & energy),1984-08-01,CPI (Unadjusted)
CUUR0100SA0L1E,1984,M06,105.0,Northeast,Core CPI (excludes food & energy),1984-06-01,CPI (Unadjusted)
CUUR0100SA0L1E,1984,M04,104.5,Northeast,Core CPI (excludes food & energy),1984-04-01,CPI (Unadjusted)
CUUR0100SA0L1E,1984,M02,103.4,Northeast,Core CPI (excludes food & energy),1984-02-01,CPI (Unadjusted)
CUUR0100SA0L1E,1983,M12,102.5,Northeast,Core CPI (excludes food & energy),1983-12-01,CPI (Unadjusted)
CUUR0100SA0L1E,1983,M10,101.8,Northeast,Core CPI (excludes food & energy),1983-10-01,CPI (Unadjusted)
CUUR0100SA0L1E,1983,M08,100.4,Northeast,Core CPI (excludes food & energy),1983-08-01,CPI (Unadjusted)
CUUR0100SA0L1E,1983,M06,99.5,Northeast,Core CPI (excludes food & energy),1983-06-01,CPI (Unadjusted)
CUUR0100SA0L1E,1983,M04,99.0,Northeast,Core CPI (excludes food & energy),1983-04-01,CPI (Unadjusted)
CUUR0100SA0L1E,1983,M02,97.8,Northeast,Core CPI (excludes food & energy),1983-02-01,CPI (Unadjusted)
CUUR0100SA0L1E,1982,M12,97.0,Northeast,Core CPI (excludes food & energy),1982-12-01,CPI (Unadjusted)
CUUR0100SA0L1E,1982,M10,97.1,Northeast,Core CPI (excludes food & energy),1982-10-01,CPI (Unadjusted)
CUUR0100SA0L1E,1982,M08,95.5,Northeast,Core CPI (excludes food & energy),1982-08-01,CPI (Unadjusted)
CUUR0100SA0L1E,1982,M06,95.2,Northeast,Core CPI (excludes food & energy),1982-06-01,CPI (Unadjusted)
CUUR0100SA0L1E,1982,M04,91.9,Northeast,Core CPI (excludes food & energy),1982-04-01,CPI (Unadjusted)
CUUR0100SA0L1E,1982,M02,91.7,Northeast,Core CPI (excludes food & energy),1982-02-01,CPI (Unadjusted)
CUUR0100SA0L1E,1981,M12,92.6,Northeast,Core CPI (excludes food & energy),1981-12-01,CPI (Unadjusted)
CUUR0100SA0L1E,1981,M10,91.9,Northeast,Core CPI (excludes food & energy),1981-10-01,CPI (Unadjusted)
CUUR0100SA0L1E,1981,M08,90.4,Northeast,Core CPI (excludes food & energy),1981-08-01,CPI (Unadjusted)
CUUR0100SA0L1E,1981,M06,87.9,Northeast,Core CPI (excludes food & energy),1981-06-01,CPI (Unadjusted)
CUUR0100SA0L1E,1981,M04,86.1,Northeast,Core CPI (excludes food & energy),1981-04-01,CPI (Unadjusted)
CUUR0100SA0L1E,1981,M02,85.2,Northeast,Core CPI (excludes food & energy),1981-02-01,CPI (Unadjusted)
CUUR0100SA0L1E,1980,M12,84.3,Northeast,Core CPI (excludes food & energy),1980-12-01,CPI (Unadjusted)
CUUR0100SA0L1E,1980,M10,82.8,Northeast,Core CPI (excludes food & energy),1980-10-01,CPI (Unadjusted)
CUUR0100SA0L1E,1980,M08,81.4,Northeast,Core CPI (excludes food & energy),1980-08-01,CPI (Unadjusted)
CUUR0100SA0L1E,1980,M06,79.9,Northeast,Core CPI (excludes food & energy),1980-06-01,CPI (Unadjusted)
CUUR0100SA0L1E,1980,M04,78.2,Northeast,Core CPI (excludes food & energy),1980-04-01,CPI (Unadjusted)
CUUR0100SA0L1E,1980,M02,76.5,Northeast,Core CPI (excludes food & energy),1980-02-01,CPI (Unadjusted)
CUUR0100SA0L1E,1979,M12,75.2,Northeast,Core CPI (excludes food & energy),1979-12-01,CPI (Unadjusted)
CUUR0100SA0L1E,1979,M10,73.9,Northeast,Core CPI (excludes food & energy),1979-10-01,CPI (Unadjusted)
CUUR0100SA0L1E,1979,M08,72.4,Northeast,Core CPI (excludes food & energy),1979-08-01,CPI (Unadjusted)
CUUR0100SA0L1E,1979,M06,71.7,Northeast,Core CPI (excludes food & energy),1979-06-01,CPI (Unadjusted)
CUUR0100SA0L1E,1979,M04,70.8,Northeast,Core CPI (excludes food & energy),1979-04-01,CPI (Unadjusted)
CUUR0100SA0L1E,1979,M02,70.0,Northeast,Core CPI (excludes food & energy),1979-02-01,CPI (Unadjusted)
CUUR0100SAA,1998,M12,127.8,Northeast,Apparel,1998-12-01,CPI (Unadjusted)
CUUR0100SAA,1998,M11,132.9,Northeast,Apparel,1998-11-01,CPI (Unadjusted)
CUUR0100SAA,1998,M10,134.4,Northeast,Apparel,1998-10-01,CPI (Unadjusted)
CUUR0100SAA,1998,M09,131.3,Northeast,Apparel,1998-09-01,CPI (Unadjusted)
CUUR0100SAA,1998,M08,130.4,Northeast,Apparel,1998-08-01,CPI (Unadjusted)
CUUR0100SAA,1998,M07,126.2,Northeast,Apparel,1998-07-01,CPI (Unadjusted)
CUUR0100SAA,1998,M06,129.5,Northeast,Apparel,1998-06-01,CPI (Unadjusted)
CUUR0100SAA,1998,M05,132.7,Northeast,Apparel,1998-05-01,CPI (Unadjusted)
CUUR0100SAA,1998,M04,133.0,Northeast,Apparel,1998-04-01,CPI (Unadjusted)
CUUR0100SAA,1998,M03,133.4,Northeast,Apparel,1998-03-01,CPI (Unadjusted)
CUUR0100SAA,1998,M02,130.2,Northeast,Apparel,1998-02-01,CPI (Unadjusted)
CUUR0100SAA,1998,M01,126.5,Northeast,Apparel,1998-01-01,CPI (Unadjusted)
CUUR0100SAA,1997,M12,130.0,Northeast,Apparel,1997-12-01,CPI (Unadjusted)
CUUR0100SAA,1997,M11,133.2,Northeast,Apparel,1997-11-01,CPI (Unadjusted)
CUUR0100SAA,1997,M10,134.6,Northeast,Apparel,1997-10-01,CPI (Unadjusted)
CUUR0100SAA,1997,M09,133.3,Northeast,Apparel,1997-09-01,CPI (Unadjusted)
CUUR0100SAA,1997,M08,128.1,Northeast,Apparel,1997-08-01,CPI (Unadjusted)
CUUR0100SAA,1997,M07,127.7,Northeast,Apparel,1997-07-01,CPI (Unadjusted)
CUUR0100SAA,1997,M06,128.0,Northeast,Apparel,1997-06-01,CPI (Unadjusted)
CUUR0100SAA,1997,M05,130.9,Northeast,Apparel,1997-05-01,CPI (Unadjusted)
CUUR0100SAA,1997,M04,132.1,Northeast,Apparel,1997-04-01,CPI (Unadjusted)
CUUR0100SAA,1997,M03,132.5,Northeast,Apparel,1997-03-01,CPI (Unadjusted)
CUUR0100SAA,1997,M02,129.8,Northeast,Apparel,1997-02-01,CPI (Unadjusted)
CUUR0100SAA,1997,M01,126.9,Northeast,Apparel,1997-01-01,CPI (Unadjusted)
CUUR0100SAA,1996,M12,127.8,Northeast,Apparel,1996-12-01,CPI (Unadjusted)
CUUR0100SAA,1996,M11,130.9,Northeast,Apparel,1996-11-01,CPI (Unadjusted)
CUUR0100SAA,1996,M10,131.9,Northeast,Apparel,1996-10-01,CPI (Unadjusted)
CUUR0100SAA,1996,M09,130.3,Northeast,Apparel,1996-09-01,CPI (Unadjusted)
CUUR0100SAA,1996,M08,124.9,Northeast,Apparel,1996-08-01,CPI (Unadjusted)
CUUR0100SAA,1996,M07,122.4,Northeast,Apparel,1996-07-01,CPI (Unadjusted)
CUUR0100SAA,1996,M06,124.8,Northeast,Apparel,1996-06-01,CPI (Unadjusted)
CUUR0100SAA,1996,M05,128.8,Northeast,Apparel,1996-05-01,CPI (Unadjusted)
CUUR0100SAA,1996,M04,130.0,Northeast,Apparel,1996-04-01,CPI (Unadjusted)
CUUR0100SAA,1996,M03,130.6,Northeast,Apparel,1996-03-01,CPI (Unadjusted)
CUUR0100SAA,1996,M02,127.0,Northeast,Apparel,1996-02-01,CPI (Unadjusted)
CUUR0100SAA,1996,M01,123.8,Northeast,Apparel,1996-01-01,CPI (Unadjusted)
CUUR0100SAA,1995,M12,126.4,Northeast,Apparel,1995-12-01,CPI (Unadjusted)
CUUR0100SAA,1995,M11,130.0,Northeast,Apparel,1995-11-01,CPI (Unadjusted)
CUUR0100SAA,1995,M10,130.2,Northeast,Apparel,1995-10-01,CPI (Unadjusted)
CUUR0100SAA,1995,M09,129.0,Northeast,Apparel,1995-09-01,CPI (Unadjusted)
CUUR0100SAA,1995,M08,124.8,Northeast,Apparel,1995-08-01,CPI (Unadjusted)
CUUR0100SAA,1995,M07,121.3,Northeast,Apparel,1995-07-01,CPI (Unadjusted)
CUUR0100SAA,1995,M06,123.9,Northeast,Apparel,1995-06-01,CPI (Unadjusted)
CUUR0100SAA,1995,M05,127.1,Northeast,Apparel,1995-05-01,CPI (Unadjusted)
CUUR0100SAA,1995,M04,127.4,Northeast,Apparel,1995-04-01,CPI (Unadjusted)
CUUR0100SAA,1995,M03,127.5,Northeast,Apparel,1995-03-01,CPI (Unadjusted)
CUUR0100SAA,1995,M02,125.2,Northeast,Apparel,1995-02-01,CPI (Unadjusted)
CUUR0100SAA,1995,M01,123.8,Northeast,Apparel,1995-01-01,CPI (Unadjusted)
CUUR0100SAA,1994,M12,124.6,Northeast,Apparel,1994-12-01,CPI (Unadjusted)
CUUR0100SAA,1994,M11,129.0,Northeast,Apparel,1994-11-01,CPI (Unadjusted)
CUUR0100SAA,1994,M10,129.6,Northeast,Apparel,1994-10-01,CPI (Unadjusted)
CUUR0100SAA,1994,M09,128.2,Northeast,Apparel,1994-09-01,CPI (Unadjusted)
CUUR0100SAA,1994,M08,125.5,Northeast,Apparel,1994-08-01,CPI (Unadjusted)
CUUR0100SAA,1994,M07,125.8,Northeast,Apparel,1994-07-01,CPI (Unadjusted)
CUUR0100SAA,1994,M06,128.7,Northeast,Apparel,1994-06-01,CPI (Unadjusted)
CUUR0100SAA,1994,M05,129.8,Northeast,Apparel,1994-05-01,CPI (Unadjusted)
CUUR0100SAA,1994,M04,131.8,Northeast,Apparel,1994-04-01,CPI (Unadjusted)
CUUR0100SAA,1994,M03,130.1,Northeast,Apparel,1994-03-01,CPI (Unadjusted)
CUUR0100SAA,1994,M02,127.7,Northeast,Apparel,1994-02-01,CPI (Unadjusted)
CUUR0100SAA,1994,M01,125.1,Northeast,Apparel,1994-01-01,CPI (Unadjusted)
CUUR0100SAA,1993,M12,127.4,Northeast,Apparel,1993-12-01,CPI (Unadjusted)
CUUR0100SAA,1993,M11,132.6,Northeast,Apparel,1993-11-01,CPI (Unadjusted)
CUUR0100SAA,1993,M10,133.2,Northeast,Apparel,1993-10-01,CPI (Unadjusted)
CUUR0100SAA,1993,M09,131.2,Northeast,Apparel,1993-09-01,CPI (Unadjusted)
CUUR0100SAA,1993,M08,128.3,Northeast,Apparel,1993-08-01,CPI (Unadjusted)
CUUR0100SAA,1993,M07,125.1,Northeast,Apparel,1993-07-01,CPI (Unadjusted)
CUUR0100SAA,1993,M06,126.8,Northeast,Apparel,1993-06-01,CPI (Unadjusted)
CUUR0100SAA,1993,M05,128.4,Northeast,Apparel,1993-05-01,CPI (Unadjusted)
CUUR0100SAA,1993,M04,133.4,Northeast,Apparel,1993-04-01,CPI (Unadjusted)
CUUR0100SAA,1993,M03,134.2,Northeast,Apparel,1993-03-01,CPI (Unadjusted)
CUUR0100SAA,1993,M02,131.1,Northeast,Apparel,1993-02-01,CPI (Unadjusted)
CUUR0100SAA,1993,M01,127.0,Northeast,Apparel,1993-01-01,CPI (Unadjusted)
CUUR0100SAA,1992,M12,129.0,Northeast,Apparel,1992-12-01,CPI (Unadjusted)
CUUR0100SAA,1992,M11,133.3,Northeast,Apparel,1992-11-01,CPI (Unadjusted)
CUUR0100SAA,1992,M10,133.7,Northeast,Apparel,1992-10-01,CPI (Unadjusted)
CUUR0100SAA,1992,M09,133.6,Northeast,Apparel,1992-09-01,CPI (Unadjusted)
CUUR0100SAA,1992,M08,128.4,Northeast,Apparel,1992-08-01,CPI (Unadjusted)
CUUR0100SAA,1992,M07,124.3,Northeast,Apparel,1992-07-01,CPI (Unadjusted)
CUUR0100SAA,1992,M06,126.0,Northeast,Apparel,1992-06-01,CPI (Unadjusted)
CUUR0100SAA,1992,M05,127.9,Northeast,Apparel,1992-05-01,CPI (Unadjusted)
CUUR0100SAA,1992,M04,127.9,Northeast,Apparel,1992-04-01,CPI (Unadjusted)
CUUR0100SAA,1992,M03,126.9,Northeast,Apparel,1992-03-01,CPI (Unadjusted)
CUUR0100SAA,1992,M02,123.4,Northeast,Apparel,1992-02-01,CPI (Unadjusted)
CUUR0100SAA,1992,M01,124.0,Northeast,Apparel,1992-01-01,CPI (Unadjusted)
CUUR0100SAA,1991,M12,127.1,Northeast,Apparel,1991-12-01,CPI (Unadjusted)
CUUR0100SAA,1991,M11,130.1,Northeast,Apparel,1991-11-01,CPI (Unadjusted)
CUUR0100SAA,1991,M10,129.3,Northeast,Apparel,1991-10-01,CPI (Unadjusted)
CUUR0100SAA,1991,M09,128.0,Northeast,Apparel,1991-09-01,CPI (Unadjusted)
CUUR0100SAA,1991,M08,122.4,Northeast,Apparel,1991-08-01,CPI (Unadjusted)
CUUR0100SAA,1991,M07,119.2,Northeast,Apparel,1991-07-01,CPI (Unadjusted)
CUUR0100SAA,1991,M06,122.1,Northeast,Apparel,1991-06-01,CPI (Unadjusted)
CUUR0100SAA,1991,M05,124.5,Northeast,Apparel,1991-05-01,CPI (Unadjusted)
CUUR0100SAA,1991,M04,124.1,Northeast,Apparel,1991-04-01,CPI (Unadjusted)
CUUR0100SAA,1991,M03,123.3,Northeast,Apparel,1991-03-01,CPI (Unadjusted)
CUUR0100SAA,1991,M02,121.5,Northeast,Apparel,1991-02-01,CPI (Unadjusted)
CUUR0100SAA,1991,M01,121.0,Northeast,Apparel,1991-01-01,CPI (Unadjusted)
CUUR0100SAA,1990,M12,123.3,Northeast,Apparel,1990-12-01,CPI (Unadjusted)
CUUR0100SAA,1990,M11,125.7,Northeast,Apparel,1990-11-01,CPI (Unadjusted)
CUUR0100SAA,1990,M10,127.4,Northeast,Apparel,1990-10-01,CPI (Unadjusted)
CUUR0100SAA,1990,M09,126.5,Northeast,Apparel,1990-09-01,CPI (Unadjusted)
CUUR0100SAA,1990,M08,119.3,Northeast,Apparel,1990-08-01,CPI (Unadjusted)
CUUR0100SAA,1990,M07,116.0,Northeast,Apparel,1990-07-01,CPI (Unadjusted)
CUUR0100SAA,1990,M06,118.8,Northeast,Apparel,1990-06-01,CPI (Unadjusted)
CUUR0100SAA,1990,M05,122.3,Northeast,Apparel,1990-05-01,CPI (Unadjusted)
CUUR0100SAA,1990,M04,123.8,Northeast,Apparel,1990-04-01,CPI (Unadjusted)
CUUR0100SAA,1990,M03,121.3,Northeast,Apparel,1990-03-01,CPI (Unadjusted)
CUUR0100SAA,1990,M02,116.4,Northeast,Apparel,1990-02-01,CPI (Unadjusted)
CUUR0100SAA,1990,M01,114.9,Northeast,Apparel,1990-01-01,CPI (Unadjusted)
CUUR0100SAA,1989,M12,116.0,Northeast,Apparel,1989-12-01,CPI (Unadjusted)
CUUR0100SAA,1989,M11,119.8,Northeast,Apparel,1989-11-01,CPI (Unadjusted)
CUUR0100SAA,1989,M10,119.8,Northeast,Apparel,1989-10-01,CPI (Unadjusted)
CUUR0100SAA,1989,M09,117.4,Northeast,Apparel,1989-09-01,CPI (Unadjusted)
CUUR0100SAA,1989,M08,109.7,Northeast,Apparel,1989-08-01,CPI (Unadjusted)
CUUR0100SAA,1989,M07,109.1,Northeast,Apparel,1989-07-01,CPI (Unadjusted)
CUUR0100SAA,1989,M06,112.9,Northeast,Apparel,1989-06-01,CPI (Unadjusted)
CUUR0100SAA,1989,M05,116.0,Northeast,Apparel,1989-05-01,CPI (Unadjusted)
CUUR0100SAA,1989,M04,116.7,Northeast,Apparel,1989-04-01,CPI (Unadjusted)
CUUR0100SAA,1989,M03,115.5,Northeast,Apparel,1989-03-01,CPI (Unadjusted)
CUUR0100SAA,1989,M02,112.0,Northeast,Apparel,1989-02-01,CPI (Unadjusted)
CUUR0100SAA,1989,M01,112.4,Northeast,Apparel,1989-01-01,CPI (Unadjusted)
CUUR0100SAA,1988,M12,115.2,Northeast,Apparel,1988-12-01,CPI (Unadjusted)
CUUR0100SAA,1988,M11,117.5,Northeast,Apparel,1988-11-01,CPI (Unadjusted)
CUUR0100SAA,1988,M10,120.3,Northeast,Apparel,1988-10-01,CPI (Unadjusted)
CUUR0100SAA,1988,M09,117.2,Northeast,Apparel,1988-09-01,CPI (Unadjusted)
CUUR0100SAA,1988,M08,108.4,Northeast,Apparel,1988-08-01,CPI (Unadjusted)
CUUR0100SAA,1988,M07,107.0,Northeast,Apparel,1988-07-01,CPI (Unadjusted)
CUUR0100SAA,1988,M06,109.4,Northeast,Apparel,1988-06-01,CPI (Unadjusted)
CUUR0100SAA,1988,M05,112.0,Northeast,Apparel,1988-05-01,CPI (Unadjusted)
CUUR0100SAA,1988,M04,112.9,Northeast,Apparel,1988-04-01,CPI (Unadjusted)
CUUR0100SAA,1988,M03,110.6,Northeast,Apparel,1988-03-01,CPI (Unadjusted)
CUUR0100SAA,1988,M02,105.0,Northeast,Apparel,1988-02-01,CPI (Unadjusted)
CUUR0100SAA,1988,M01,106.0,Northeast,Apparel,1988-01-01,CPI (Unadjusted)
CUUR0100SAA,1987,M12,109.5,Northeast,Apparel,1987-12-01,CPI (Unadjusted)
CUUR0100SAA,1987,M11,114.4,Northeast,Apparel,1987-11-01,CPI (Unadjusted)
CUUR0100SAA,1987,M10,114.7,Northeast,Apparel,1987-10-01,CPI (Unadjusted)
CUUR0100SAA,1987,M09,113.5,Northeast,Apparel,1987-09-01,CPI (Unadjusted)
CUUR0100SAA,1987,M08,108.9,Northeast,Apparel,1987-08-01,CPI (Unadjusted)
CUUR0100SAA,1987,M07,105.2,Northeast,Apparel,1987-07-01,CPI (Unadjusted)
CUUR0100SAA,1987,M06,107.5,Northeast,Apparel,1987-06-01,CPI (Unadjusted)
CUUR0100SAA,1987,M05,110.6,Northeast,Apparel,1987-05-01,CPI (Unadjusted)
CUUR0100SAA,1987,M04,112.5,Northeast,Apparel,1987-04-01,CPI (Unadjusted)
CUUR0100SAA,1987,M03,109.8,Northeast,Apparel,1987-03-01,CPI (Unadjusted)
CUUR0100SAA,1987,M02,105.2,Northeast,Apparel,1987-02-01,CPI (Unadjusted)
CUUR0100SAA,1987,M01,104.5,Northeast,Apparel,1987-01-01,CPI (Unadjusted)
CUUR0100SAA,1986,M12,106.6,Northeast,Apparel,1986-12-01,CPI (Unadjusted)
CUUR0100SAA,1986,M10,107.4,Northeast,Apparel,1986-10-01,CPI (Unadjusted)
CUUR0100SAA,1986,M08,104.5,Northeast,Apparel,1986-08-01,CPI (Unadjusted)
CUUR0100SAA,1986,M06,102.6,Northeast,Apparel,1986-06-01,CPI (Unadjusted)
CUUR0100SAA,1986,M04,104.6,Northeast,Apparel,1986-04-01,CPI (Unadjusted)
CUUR0100SAA,1986,M02,102.9,Northeast,Apparel,1986-02-01,CPI (Unadjusted)
CUUR0100SAA,1985,M12,105.8,Northeast,Apparel,1985-12-01,CPI (Unadjusted)
CUUR0100SAA,1985,M10,107.1,Northeast,Apparel,1985-10-01,CPI (Unadjusted)
CUUR0100SAA,1985,M08,103.6,Northeast,Apparel,1985-08-01,CPI (Unadjusted)
CUUR0100SAA,1985,M06,103.0,Northeast,Apparel,1985-06-01,CPI (Unadjusted)
CUUR0100SAA,1985,M04,104.4,Northeast,Apparel,1985-04-01,CPI (Unadjusted)
CUUR0100SAA,1985,M02,101.9,Northeast,Apparel,1985-02-01,CPI (Unadjusted)
CUUR0100SAA,1984,M12,103.3,Northeast,Apparel,1984-12-01,CPI (Unadjusted)
CUUR0100SAA,1984,M10,105.2,Northeast,Apparel,1984-10-01,CPI (Unadjusted)
CUUR0100SAA,1984,M08,102.5,Northeast,Apparel,1984-08-01,CPI (Unadjusted)
CUUR0100SAA,1984,M06,100.5,Northeast,Apparel,1984-06-01,CPI (Unadjusted)
CUUR0100SAA,1984,M04,101.7,Northeast,Apparel,1984-04-01,CPI (Unadjusted)
CUUR0100SAA,1984,M02,99.3,Northeast,Apparel,1984-02-01,CPI (Unadjusted)
CUUR0100SAA,1983,M12,101.3,Northeast,Apparel,1983-12-01,CPI (Unadjusted)
CUUR0100SAA,1983,M10,102.7,Northeast,Apparel,1983-10-01,CPI (Unadjusted)
CUUR0100SAA,1983,M08,100.4,Northeast,Apparel,1983-08-01,CPI (Unadjusted)
CUUR0100SAA,1983,M06,100.0,Northeast,Apparel,1983-06-01,CPI (Unadjusted)
CUUR0100SAA,1983,M04,99.8,Northeast,Apparel,1983-04-01,CPI (Unadjusted)
CUUR0100SAA,1983,M02,98.0,Northeast,Apparel,1983-02-01,CPI (Unadjusted)
CUUR0100SAA,1982,M12,98.7,Northeast,Apparel,1982-12-01,CPI (Unadjusted)
CUUR0100SAA,1982,M10,100.1,Northeast,Apparel,1982-10-01,CPI (Unadjusted)
CUUR0100SAA,1982,M08,97.9,Northeast,Apparel,1982-08-01,CPI (Unadjusted)
CUUR0100SAA,1982,M06,97.4,Northeast,Apparel,1982-06-01,CPI (Unadjusted)
CUUR0100SAA,1982,M04,97.5,Northeast,Apparel,1982-04-01,CPI (Unadjusted)
CUUR0100SAA,1982,M02,95.5,Northeast,Apparel,1982-02-01,CPI (Unadjusted)
CUUR0100SAA,1981,M12,96.7,Northeast,Apparel,1981-12-01,CPI (Unadjusted)
CUUR0100SAA,1981,M10,97.5,Northeast,Apparel,1981-10-01,CPI (Unadjusted)
CUUR0100SAA,1981,M08,95.9,Northeast,Apparel,1981-08-01,CPI (Unadjusted)
CUUR0100SAA,1981,M06,95.0,Northeast,Apparel,1981-06-01,CPI (Unadjusted)
CUUR0100SAA,1981,M04,95.1,Northeast,Apparel,1981-04-01,CPI (Unadjusted)
CUUR0100SAA,1981,M02,93.2,Northeast,Apparel,1981-02-01,CPI (Unadjusted)
CUUR0100SAA,1980,M12,94.1,Northeast,Apparel,1980-12-01,CPI (Unadjusted)
CUUR0100SAA,1980,M10,94.6,Northeast,Apparel,1980-10-01,CPI (Unadjusted)
CUUR0100SAA,1980,M08,90.7,Northeast,Apparel,1980-08-01,CPI (Unadjusted)
CUUR0100SAA,1980,M06,90.1,Northeast,Apparel,1980-06-01,CPI (Unadjusted)
CUUR0100SAA,1980,M04,90.5,Northeast,Apparel,1980-04-01,CPI (Unadjusted)
CUUR0100SAA,1980,M02,87.6,Northeast,Apparel,1980-02-01,CPI (Unadjusted)
CUUR0100SAA,1979,M12,87.7,Northeast,Apparel,1979-12-01,CPI (Unadjusted)
CUUR0100SAA,1979,M10,87.0,Northeast,Apparel,1979-10-01,CPI (Unadjusted)
CUUR0100SAA,1979,M08,84.5,Northeast,Apparel,1979-08-01,CPI (Unadjusted)
CUUR0100SAA,1979,M06,83.9,Northeast,Apparel,1979-06-01,CPI (Unadjusted)
CUUR0100SAA,1979,M04,84.2,Northeast,Apparel,1979-04-01,CPI (Unadjusted)
CUUR0100SAA,1979,M02,82.3,Northeast,Apparel,1979-02-01,CPI (Unadjusted)
CUUR0100SAE,1998,M12,100.3,Northeast,Education and communication,1998-12-01,CPI (Unadjusted)
CUUR0100SAE,1998,M11,100.7,Northeast,Education and communication,1998-11-01,CPI (Unadjusted)
CUUR0100SAE,1998,M10,100.7,Northeast,Education and communication,1998-10-01,CPI (Unadjusted)
CUUR0100SAE,1998,M09,100.8,Northeast,Education and communication,1998-09-01,CPI (Unadjusted)
CUUR0100SAE,1998,M08,99.5,Northeast,Education and communication,1998-08-01,CPI (Unadjusted)
CUUR0100SAE,1998,M07,99.4,Northeast,Education and communication,1998-07-01,CPI (Unadjusted)
CUUR0100SAE,1998,M06,99.3,Northeast,Education and communication,1998-06-01,CPI (Unadjusted)
CUUR0100SAE,1998,M05,99.5,Northeast,Education and communication,1998-05-01,CPI (Unadjusted)
CUUR0100SAE,1998,M04,99.2,Northeast,Education and communication,1998-04-01,CPI (Unadjusted)
CUUR0100SAE,1998,M03,99.1,Northeast,Education and communication,1998-03-01,CPI (Unadjusted)
CUUR0100SAE,1998,M02,99.1,Northeast,Education and communication,1998-02-01,CPI (Unadjusted)
CUUR0100SAE,1998,M01,99.9,Northeast,Education and communication,1998-01-01,CPI (Unadjusted)
CUUR0100SAE,1997,M12,100.0,Northeast,Education and communication,1997-12-01,CPI (Unadjusted)
CUUR0100SAF,1998,M12,165.5,Northeast,Food and beverages,1998-12-01,CPI (Unadjusted)
CUUR0100SAF,1998,M11,165.2,Northeast,Food and beverages,1998-11-01,CPI (Unadjusted)
CUUR0100SAF,1998,M10,165.1,Northeast,Food and beverages,1998-10-01,CPI (Unadjusted)
CUUR0100SAF,1998,M09,163.7,Northeast,Food and beverages,1998-09-01,CPI (Unadjusted)
CUUR0100SAF,1998,M08,163.5,Northeast,Food and beverages,1998-08-01,CPI (Unadjusted)
CUUR0100SAF,1998,M07,163.3,Northeast,Food and beverages,1998-07-01,CPI (Unadjusted)
CUUR0100SAF,1998,M06,162.9,Northeast,Food and beverages,1998-06-01,CPI (Unadjusted)
